Id,Input,Label
13737,0.38676-0.36073i,2
13738,-0.29564+1.2722i,3
13739,1.0614-0.18297i,3
13740,0.58012-0.70451i,1
13741,-0.73499-0.22336i,3
13742,1.0772-0.1981i,2
13743,0.85911-0.71658i,3
13744,-0.041814+0.22772i,3
13745,0.24413-1.032i,2
13746,0.86209-0.32529i,2
13747,-0.16303-0.46535i,3
13748,-1.1241-0.81469i,3
13749,-0.74404+1.0641i,3
13750,0.74835-0.070031i,3
13751,-0.3384-0.88649i,2
13752,-0.32994+0.47042i,3
13753,0.28556+0.32957i,2
13754,-0.29414-0.24209i,2
13755,-0.57833+0.57996i,1
13756,0.71125+0.6503i,1
13757,-0.26845+0.32804i,2
13758,-0.91052+0.85329i,2
13759,0.20742-1.1078i,3
13760,-0.22408-1.0405i,2
13761,0.93911-0.30509i,2
13762,-0.47914+0.56657i,3
13763,0.7705+0.46306i,3
13764,0.78037-1.0583i,3
13765,0.92145-0.88969i,3
13766,-0.10785-0.12139i,3
13767,-0.20075+0.10227i,3
13768,-0.99972+0.3743i,2
13769,-0.4058-0.95278i,2
13770,0.79199+0.71351i,1
13771,-0.31982-0.36011i,2
13772,0.2111-0.16142i,3
13773,0.81869+0.85968i,1
13774,0.16043-1.1173i,3
13775,-0.050061+0.67509i,3
13776,-0.70979+0.81158i,1
13777,0.34221-0.19983i,2
13778,-0.55275-0.63818i,1
13779,-0.66386-0.69887i,1
13780,0.72672-0.12885i,3
13781,0.67725-0.78978i,1
13782,0.43746+0.248i,2
13783,0.38853+0.89467i,2
13784,-0.18677+0.55754i,3
13785,0.65415+0.60085i,1
13786,0.67536-0.79511i,1
13787,-0.19788-0.86051i,2
13788,-0.35041+0.95446i,2
13789,0.71008-0.77452i,1
13790,0.7141+0.93141i,3
13791,0.89984+0.47532i,2
13792,0.4874-0.3537i,3
13793,-0.4825-0.38647i,3
13794,0.030584-1.1296i,3
13795,0.67063+0.6614i,1
13796,0.95148+0.90305i,2
13797,-0.72184-0.69003i,1
13798,-0.61427+0.68401i,1
13799,-1.0607-0.080211i,3
13800,-0.75327+0.75793i,1
13801,1.0077-0.28511i,2
13802,0.33674-0.91935i,2
13803,1.1207+0.75581i,3
13804,1.0212-0.37019i,2
13805,-0.70537+0.69216i,1
13806,-0.64412-0.74473i,1
13807,0.55181-0.50537i,3
13808,0.22193-0.19022i,3
13809,-0.68031+0.7572i,1
13810,0.36719-0.30781i,2
13811,-0.36927-1.0141i,2
13812,0.93954-0.34176i,2
13813,0.31164-0.66566i,3
13814,-1.0196+0.22339i,2
13815,1.0146-0.43384i,3
13816,0.66445+0.71954i,1
13817,0.74347-0.73646i,1
13818,-0.22755+0.33563i,2
13819,-0.59443+0.74264i,1
13820,-0.68638-0.68883i,1
13821,-0.96405+1.0041i,2
13822,0.95745+0.74717i,1
13823,0.72517-0.39318i,3
13824,0.68679-0.77446i,1
13825,-0.61032+0.62704i,1
13826,-0.54647+0.48381i,3
13827,0.51134+0.23795i,2
13828,0.20717+0.14261i,3
13829,-0.81697+0.20023i,3
13830,-0.29666+0.41303i,2
13831,1.2299-0.079444i,3
13832,0.73877-0.90548i,1
13833,-0.61594-0.71788i,1
13834,0.38732+0.75981i,3
13835,0.70511-0.66048i,1
13836,-0.84351-0.11932i,3
13837,0.62846-0.62479i,1
13838,-1.1848+0.82866i,3
13839,0.64218-0.79873i,1
13840,0.23089-0.88019i,2
13841,0.30225-0.323i,2
13842,-0.31157+0.97013i,2
13843,-0.72165-0.80414i,1
13844,0.86148+0.3532i,3
13845,-0.68741+0.72371i,1
13846,0.52002+0.22014i,3
13847,-1.0347+0.96594i,2
13848,0.68856+0.7659i,1
13849,-0.99772-0.88396i,2
13850,0.4075+0.86716i,2
13851,-0.72062+0.70943i,1
13852,0.30374-0.97568i,2
13853,-0.85066+0.68308i,1
13854,-0.73418-0.62466i,3
13855,0.96624-0.83577i,3
13856,0.97166-0.80586i,2
13857,0.76492-0.57635i,1
13858,0.77896-0.82411i,1
13859,-1.0069+1.1805i,3
13860,-0.77375-0.77938i,1
13861,0.31687+1.016i,2
13862,-0.29655-0.7933i,2
13863,0.98888+0.94786i,2
13864,0.94749+0.95731i,2
13865,-0.63963+0.8375i,1
13866,-0.89419-0.66099i,1
13867,-1.263+0.44648i,3
13868,0.63238+0.75976i,1
13869,-0.78837+0.92981i,3
13870,-0.70387-0.65289i,1
13871,0.96605+0.41115i,3
13872,-0.58936+0.54637i,1
13873,-0.078882-0.82473i,3
13874,0.94531-1.0522i,2
13875,0.79743+0.1451i,3
13876,-0.82708+0.073014i,3
13877,0.6905-0.79746i,1
13878,-1.005+0.76114i,3
13879,0.14919-1.1567i,3
13880,0.58146+0.42699i,3
13881,0.90544+0.30305i,2
13882,-0.35911-0.94171i,2
13883,-0.79393+0.62492i,1
13884,1.0397-1.0227i,2
13885,0.78611+0.7195i,3
13886,0.98177-0.76536i,3
13887,-0.47162+0.69574i,3
13888,0.88309+1.0311i,2
13889,0.44958-0.41309i,3
13890,-0.81358+0.5101i,3
13891,-0.28277-0.41413i,2
13892,-0.65324+0.83306i,1
13893,0.78039-0.74874i,1
13894,0.75067-0.67334i,1
13895,-0.37616+0.2612i,2
13896,-1.1049+0.69172i,3
13897,-0.65376+0.68376i,1
13898,0.37934-0.17728i,2
13899,-1.0313+0.9242i,2
13900,-0.32656-0.88689i,2
13901,0.66643-0.74105i,1
13902,0.488-0.12269i,3
13903,-0.46337+1.0636i,3
13904,-0.73658+0.71488i,1
13905,0.42848-0.93189i,2
13906,0.34151+1.0397i,2
13907,-1.0376-0.83713i,2
13908,0.17618-0.43851i,3
13909,-0.36422+0.97714i,2
13910,-0.32009+0.97014i,2
13911,0.14417+0.042968i,3
13912,0.80059+0.49845i,3
13913,0.85859+0.27376i,2
13914,0.9324+0.29089i,2
13915,0.99128-0.35478i,3
13916,0.64583-0.72731i,1
13917,1.095+0.51232i,3
13918,0.89061-0.36448i,2
13919,0.26349+1.1026i,2
13920,0.38692-0.13077i,3
13921,0.66695-0.68227i,1
13922,0.67492+0.71966i,1
13923,-0.54402+0.75089i,1
13924,-0.21517-0.1417i,3
13925,-0.99954+0.022155i,3
13926,0.43873+1.128i,3
13927,-0.74502-0.89821i,1
13928,-0.91437-0.87539i,2
13929,-0.3989+0.75375i,3
13930,-0.34321+0.2111i,2
13931,0.36457+1.0173i,3
13932,-0.31146+0.90822i,2
13933,0.80614+1.0121i,2
13934,1.0049-0.29853i,2
13935,-0.94575-0.2401i,2
13936,-0.7369-0.71703i,1
13937,-0.325-0.21393i,2
13938,0.69767+0.63011i,1
13939,0.657+0.78813i,1
13940,-0.72641+1.0314i,3
13941,-1.114+1.0808i,3
13942,-0.77187-0.87468i,1
13943,0.91044+1.1001i,2
13944,-0.92219+0.33229i,2
13945,0.75033-0.73056i,1
13946,-0.74931-0.1558i,3
13947,-0.81957-0.93913i,2
13948,-0.060458+0.43085i,3
13949,-0.86444+0.67315i,1
13950,0.38071-0.39174i,2
13951,0.72557+0.70789i,1
13952,0.55343-0.26562i,3
13953,-0.76868+0.61451i,1
13954,0.82548-0.75469i,1
13955,-0.64207+0.60697i,1
13956,1.0039-0.97238i,2
13957,1.0565-0.3741i,2
13958,0.6477+0.62625i,1
13959,0.80191+1.0166i,3
13960,0.7156+0.70406i,1
13961,-0.71585-0.74574i,1
13962,-0.73458-0.78131i,1
13963,-0.19369+0.19435i,3
13964,0.66002+0.70484i,1
13965,-1.0092+0.2693i,2
13966,-0.31743+0.90868i,2
13967,-0.69412-0.78859i,1
13968,-0.69631+0.78562i,1
13969,-0.23935+0.7977i,3
13970,0.75427-0.68674i,1
13971,-0.40591+1.0054i,2
13972,-0.31006-0.35477i,2
13973,0.83288-0.50247i,3
13974,0.69368+0.68281i,1
13975,-0.90438-0.34647i,2
13976,-0.76639-0.60959i,1
13977,0.61693+0.68777i,1
13978,-0.75305-0.70628i,1
13979,-0.78942+0.10431i,3
13980,-0.77111+0.70817i,1
13981,-0.69995+0.71162i,1
13982,-0.60006+0.7778i,1
13983,0.24007-0.92635i,2
13984,-0.33606+0.82161i,2
13985,-0.77161-0.75635i,1
13986,0.73708+0.76914i,1
13987,0.76275-0.41158i,3
13988,-0.45873-0.36679i,3
13989,-0.57668+0.7508i,1
13990,-1.0092+0.36689i,2
13991,-0.80339+0.7025i,1
13992,0.80049-0.64163i,1
13993,-0.76859-0.63431i,1
13994,-0.22751+0.254i,2
13995,-1.0088-0.95862i,3
13996,0.6891+0.79812i,1
13997,0.99987+1.2129i,3
13998,-1.0684-0.2281i,2
13999,-0.73633-0.72573i,1
14000,-0.73084-0.68303i,1
14001,0.44375+1.1509i,2
14002,-0.70689-0.54452i,1
14003,-0.10186-0.23923i,3
14004,-0.89571-0.4765i,2
14005,0.41063-0.2403i,2
14006,-0.42974-0.86005i,2
14007,0.71775-0.74059i,1
14008,-0.45181+0.74806i,3
14009,0.49944-1.1909i,3
14010,-0.46389+0.93334i,2
14011,0.79047+0.65674i,1
14012,0.6858-0.68479i,1
14013,-0.27163-0.96555i,2
14014,0.7364+0.87832i,1
14015,0.3566-0.31532i,2
14016,0.88162-0.8432i,1
14017,0.16957+0.28202i,2
14018,0.71592+0.67516i,1
14019,-0.72942-0.78455i,1
14020,-0.98326+0.4669i,3
14021,-0.30891-0.26886i,2
14022,-0.79499+0.85904i,1
14023,-1.0854+0.22738i,2
14024,-0.72927-0.71981i,1
14025,-0.69162+0.79702i,1
14026,-0.85035-0.75915i,3
14027,-0.58414-0.10645i,3
14028,0.92149+0.7114i,1
14029,1.0238+0.8852i,2
14030,-0.76372+0.1225i,3
14031,0.7452-0.79699i,1
14032,-0.81079+0.69543i,1
14033,-0.96938+1.0171i,2
14034,0.28461-0.37271i,2
14035,-0.88844+0.77285i,1
14036,-0.22242+1.0884i,3
14037,0.72055-0.70684i,1
14038,-0.91173-0.84511i,2
14039,-0.99778+0.33379i,2
14040,-0.56397+0.11579i,3
14041,0.27831+0.29429i,2
14042,0.65692-0.69121i,1
14043,-0.7403+0.78412i,3
14044,1.0173+0.45543i,3
14045,0.48935+0.36244i,3
14046,-0.83388+1.0893i,3
14047,-0.94482-0.29313i,2
14048,-0.94453+1.0393i,2
14049,-0.72203-0.46711i,3
14050,0.79154+0.65664i,1
14051,-0.75248-0.78111i,1
14052,-0.95536-0.27844i,2
14053,-0.15335-1.1284i,3
14054,0.76219+0.77773i,3
14055,-0.80609-0.87895i,2
14056,-0.71587+0.72663i,1
14057,1.0793+0.22482i,3
14058,-0.24149-0.37309i,2
14059,0.40298+0.097997i,3
14060,1.1074+0.81689i,3
14061,0.49482-0.64523i,3
14062,-0.64265-0.85099i,1
14063,0.32936-0.92868i,2
14064,0.27671+0.8712i,2
14065,-0.75015+0.6619i,1
14066,0.97159+0.41101i,2
14067,0.74826+1.1228i,3
14068,1.0544+0.86462i,3
14069,0.41664+0.18469i,3
14070,-0.91335+0.22546i,2
14071,0.79483+0.6463i,1
14072,-0.18227+0.40453i,3
14073,-0.56329+0.62471i,1
14074,0.48651+0.76092i,3
14075,-0.37959+0.33429i,2
14076,1.0491-0.45138i,3
14077,0.99539+0.32507i,2
14078,0.66348+0.68252i,1
14079,0.69442-0.51773i,1
14080,-0.87807-0.23289i,2
14081,-0.66668-0.58806i,1
14082,0.18607+1.0665i,3
14083,-0.1381+0.14041i,3
14084,-0.30059+0.29884i,2
14085,0.80622+0.66012i,1
14086,-0.51456-0.65882i,3
14087,0.72952+0.67594i,1
14088,-0.042058-1.1011i,3
14089,-0.67276-0.7161i,1
14090,-0.68942+0.69641i,1
14091,0.67278+0.70167i,1
14092,-0.39987-0.99349i,2
14093,-0.75394+0.70443i,1
14094,-0.76867-0.87406i,1
14095,-0.95851+0.88596i,2
14096,0.63106+0.70393i,1
14097,-0.66916-0.71632i,1
14098,-0.093436+0.15047i,3
14099,0.19345-0.11505i,3
14100,0.91965+0.96682i,2
14101,0.51272-0.45267i,3
14102,0.13758-0.6343i,3
14103,-0.72193+0.76233i,1
14104,0.21464+0.81743i,3
14105,-1.0903+1.0696i,3
14106,-0.69888-0.72226i,1
14107,0.74572-0.60681i,1
14108,0.83032-0.34417i,2
14109,-0.73567-0.64969i,1
14110,-0.65434+0.60206i,1
14111,-1.0258+0.96022i,2
14112,-0.72847+0.36341i,3
14113,1.0913+0.47063i,3
14114,-0.74294-0.71206i,1
14115,0.87436+1.0363i,3
14116,0.30746-0.25732i,2
14117,0.12172+0.80397i,3
14118,0.8778-0.83879i,3
14119,0.4029-0.1752i,3
14120,0.12377-0.79417i,3
14121,0.59699+0.78349i,1
14122,-0.37809-0.31185i,2
14123,0.26764-0.77563i,3
14124,-0.26144+0.33448i,2
14125,-0.40219-0.30945i,2
14126,-1.0474-0.77057i,3
14127,0.91718+0.92852i,2
14128,-1.1037+0.14437i,3
14129,0.2941+0.36875i,2
14130,-0.37801-0.4872i,3
14131,0.62822+0.64688i,1
14132,-0.39266+0.92053i,3
14133,-0.69217+0.70656i,1
14134,-0.59431+0.80327i,1
14135,-0.29289+0.9239i,2
14136,-1.029-0.2107i,2
14137,1.0665-0.49095i,3
14138,0.75356+0.43025i,3
14139,0.84757+1.1532i,3
14140,0.50697+0.32625i,3
14141,0.81703+0.6738i,3
14142,-0.82795+0.77993i,1
14143,-0.19977-0.53326i,3
14144,-0.68123-0.65137i,1
14145,0.58264-0.70039i,1
14146,0.55679+0.12331i,3
14147,1.1933-0.030222i,3
14148,-0.80008+0.68246i,1
14149,0.78976+0.19179i,3
14150,-0.70055+0.80515i,1
14151,0.69308+0.74361i,1
14152,0.80858-0.4236i,3
14153,0.30033-1.0032i,2
14154,-0.21061-0.41033i,2
14155,-1.03-0.32923i,2
14156,0.73679+0.69359i,1
14157,-0.33964-1.0066i,2
14158,0.68546+0.84456i,1
14159,0.27518+0.87615i,2
14160,-0.4067-0.3975i,3
14161,-0.17159+0.27497i,3
14162,-1.1033-0.41079i,3
14163,0.86407-0.34328i,2
14164,-0.73544-0.7793i,1
14165,1.2495+1.0751i,3
14166,-0.76395-0.83625i,1
14167,0.72549-0.69091i,1
14168,-0.65933-0.78908i,1
14169,-0.87061-0.34035i,2
14170,0.82771-0.66951i,1
14171,0.40836+1.0025i,2
14172,0.34924+0.21769i,2
14173,-0.083756-1.0604i,3
14174,0.82563+0.70217i,1
14175,-0.17516-0.85117i,3
14176,1.0784+0.9729i,3
14177,1.0182+0.40624i,3
14178,-0.71365-0.73305i,1
14179,0.18988+0.24899i,2
14180,-0.37328-0.9489i,2
14181,-0.37416+0.42802i,3
14182,-0.77326+0.64113i,1
14183,0.84498+0.40425i,3
14184,0.41409-0.35567i,2
14185,0.70464+0.67725i,1
14186,-0.30267-0.93383i,2
14187,0.91272+0.96887i,2
14188,-0.79745+0.67612i,1
14189,-0.61669+0.76012i,1
14190,-0.9591-1.1281i,2
14191,0.57388+1.0244i,3
14192,-0.81068+0.78826i,1
14193,0.44164-0.86099i,3
14194,-0.5745+0.6992i,1
14195,0.093037+0.89087i,3
14196,0.75131-0.67824i,1
14197,0.85919+1.0147i,3
14198,-0.21403+0.1111i,3
14199,0.79848-0.6383i,1
14200,0.71903+0.72422i,1
14201,0.77963+0.98729i,2
14202,0.82091-0.72821i,1
14203,0.73992+1.2015i,3
14204,0.90695+0.3284i,2
14205,0.41661+0.47839i,2
14206,-1.1406-0.44349i,3
14207,-0.28605+0.34582i,2
14208,-0.40153+0.92848i,2
14209,-0.1497-1.0526i,2
14210,-0.86358-0.30056i,2
14211,0.34229-0.97196i,2
14212,1.0637+0.27621i,2
14213,-0.74529-0.78433i,3
14214,-0.97058-0.90264i,2
14215,-0.60224-0.78313i,1
14216,0.22283-0.9746i,2
14217,-0.70974-0.69233i,1
14218,0.33355+0.38627i,2
14219,0.6412+0.70177i,1
14220,-0.71098-0.75699i,1
14221,-0.36233+0.2536i,2
14222,0.26678-0.96308i,2
14223,-0.43649+0.2477i,3
14224,-0.24208-0.86778i,2
14225,0.64212+0.79747i,1
14226,-0.36066-0.31679i,2
14227,-0.84024-0.69702i,1
14228,-0.94794-0.32414i,2
14229,-0.49575+0.07793i,3
14230,0.37066-0.31596i,2
14231,1.1242+0.88855i,3
14232,0.75945+0.74367i,1
14233,-1.1544-1.0731i,3
14234,1.0386+0.30597i,2
14235,-0.38097-0.40077i,2
14236,-0.75609-0.74181i,1
14237,-0.16005+0.2427i,3
14238,-0.73623+0.64867i,1
14239,0.7161+0.44007i,3
14240,0.8707+0.70302i,1
14241,-1.0665-0.3652i,2
14242,0.70641-0.69044i,1
14243,-1.0302-0.93547i,2
14244,0.69658-0.82169i,1
14245,0.90256+0.37081i,2
14246,-0.88023+0.92041i,2
14247,0.26325-0.90294i,2
14248,0.27018-0.99236i,2
14249,-0.66123-0.75049i,1
14250,-0.20503+0.32191i,3
14251,0.99047-0.91846i,2
14252,-0.74355-0.7108i,1
14253,-0.97331+0.9262i,2
14254,-0.78739+1.0023i,3
14255,0.77752+0.64718i,1
14256,-0.7224-0.4903i,3
14257,-0.66287-0.70317i,1
14258,0.63628-0.72162i,1
14259,-0.76104-0.70404i,1
14260,-0.75559-0.63936i,1
14261,-0.78199-0.69831i,1
14262,-0.2928+0.39907i,2
14263,0.90925-0.32i,2
14264,-1.008-0.94347i,2
14265,-0.78645+0.50782i,3
14266,-1.0112+1.1091i,3
14267,1.1262+0.42889i,3
14268,0.52565+0.89933i,3
14269,0.95519+0.39354i,2
14270,1.13+0.9197i,2
14271,-1.1496+0.47506i,3
14272,0.61269+0.72184i,1
14273,-0.32615+0.42683i,2
14274,0.17284-0.20842i,3
14275,-0.13405+0.71671i,3
14276,-0.66585+0.71099i,1
14277,-0.15523-0.98713i,3
14278,-0.13277-0.5717i,3
14279,-1.061+1.078i,3
14280,-0.74376+0.75221i,1
14281,-0.39+0.30855i,2
14282,0.68125-0.83096i,1
14283,-0.78155+0.68494i,1
14284,-0.75802+0.71872i,1
14285,0.6927-0.72418i,1
14286,0.11888+0.84313i,3
14287,0.3196+0.94508i,2
14288,0.67132-0.75868i,1
14289,0.65042+0.62287i,1
14290,1.0545-0.49072i,3
14291,0.18774-0.087695i,3
14292,0.70587+0.72764i,1
14293,-0.63087+0.79585i,1
14294,-0.74637-1.1166i,3
14295,0.25306+0.99986i,3
14296,-0.81329-0.97458i,2
14297,-0.78296-0.5847i,1
14298,0.56895-0.41524i,3
14299,0.68239+0.55989i,1
14300,-0.38638-0.84078i,3
14301,-0.6468-0.6641i,1
14302,0.71418-1.0572i,3
14303,1.0537+0.46074i,3
14304,0.99219+0.87028i,2
14305,1.0442-0.26093i,2
14306,0.95396-0.4228i,2
14307,-0.20582-0.44111i,3
14308,-1.0458-1.0303i,3
14309,-0.81747-0.65734i,1
14310,-0.70528+0.70879i,1
14311,0.72567+0.74346i,1
14312,0.27037+0.44188i,2
14313,0.82059+0.27095i,2
14314,-0.77649+0.72711i,1
14315,-0.39254-0.99897i,2
14316,0.7794+0.67706i,1
14317,1.0147+0.37607i,2
14318,0.591-0.99224i,3
14319,-0.79047-0.99263i,2
14320,0.6046+0.58973i,1
14321,-0.79831-1.0499i,2
14322,-0.77931-0.62177i,1
14323,-0.71157+0.65246i,1
14324,-1.0141-1.0919i,3
14325,-1.0369-0.42982i,3
14326,-0.82453+0.77388i,1
14327,-0.39614+0.92205i,2
14328,0.73911-0.94887i,3
14329,-0.98565+1.0065i,2
14330,-0.79749+0.70112i,1
14331,-1.0729+0.25756i,2
14332,1.0764-1.1502i,3
14333,-0.77226+0.79835i,1
14334,-1.047-0.16742i,2
14335,0.67891-0.55633i,1
14336,1.0858-0.16679i,2
14337,-0.89419+0.30366i,2
14338,0.87721-0.32121i,2
14339,-0.55771-0.056008i,3
14340,-1.0004-1.0215i,2
14341,-0.90018-0.35943i,2
14342,-0.69785-0.70939i,1
14343,0.22837+0.95378i,2
14344,-0.99165+0.28884i,2
14345,-0.6251-0.72807i,1
14346,0.63945+0.67191i,1
14347,0.9219+0.90255i,3
14348,-0.83187-0.8468i,3
14349,0.74524-0.61698i,1
14350,-0.65672-0.68975i,1
14351,-0.99496+0.31688i,2
14352,0.72797-0.84055i,1
14353,0.3821-0.93497i,2
14354,-0.75447+0.73809i,1
14355,-0.77426-0.76033i,1
14356,0.97965+0.25156i,2
14357,0.72192-0.64847i,1
14358,-0.86055+0.9936i,2
14359,1.0039+0.78907i,3
14360,-1.1528-0.8301i,3
14361,0.6889-0.71349i,1
14362,-0.89319+0.73693i,1
14363,0.72168+0.83617i,1
14364,-0.3227+0.32866i,2
14365,-0.84621+0.43437i,2
14366,-1.0981-0.36767i,2
14367,0.78914-0.79939i,1
14368,0.6523+0.72338i,1
14369,0.27178+0.32264i,2
14370,-0.73966-0.67014i,1
14371,0.41757-1.1986i,3
14372,-0.69856-0.60846i,1
14373,0.46413+0.22472i,2
14374,-0.29402+0.36262i,2
14375,0.74811+0.66275i,1
14376,-0.36107+0.97661i,2
14377,-0.21327+1.0777i,3
14378,0.98565+0.34281i,2
14379,0.5518+0.74746i,1
14380,1.0803-0.41468i,3
14381,-0.99429-0.9648i,2
14382,-0.38285+0.91373i,2
14383,-0.44191+0.3397i,2
14384,0.42581-0.90831i,2
14385,0.7466-0.70166i,1
14386,0.76537+0.54392i,3
14387,0.72769-0.68681i,1
14388,0.66505+0.75078i,1
14389,0.97608-0.1613i,2
14390,-0.55917-0.11906i,3
14391,0.35902+0.8894i,2
14392,0.97857+0.9523i,2
14393,-0.92079-0.3546i,2
14394,1.1718-0.28039i,3
14395,0.84753-0.88471i,2
14396,0.86232+0.47527i,2
14397,0.67772-0.73588i,1
14398,-0.64523+0.72876i,1
14399,0.87011-0.21464i,3
14400,0.16203-0.15425i,3
14401,1.2672+0.70154i,3
14402,0.64373-0.73385i,1
14403,0.3511-1.0179i,2
14404,1.1144+0.6683i,3
14405,0.75005+0.19951i,3
14406,0.19498-0.45421i,3
14407,-0.30773+0.4581i,2
14408,1.1164-0.14289i,3
14409,0.3714-0.24679i,2
14410,-0.25883+0.52244i,3
14411,-1.1182-0.13134i,3
14412,-0.78773-0.65245i,1
14413,0.099926-0.31787i,3
14414,0.72102-0.65938i,1
14415,-0.77816+0.42714i,3
14416,-0.73653+0.76819i,1
14417,-0.24146-0.74355i,3
14418,0.64186-0.81709i,1
14419,-1.0174+0.24368i,2
14420,-0.074516+0.70904i,3
14421,0.42489-0.077003i,3
14422,-0.47326-0.82811i,3
14423,0.77985+0.63661i,1
14424,1.0176-0.9238i,2
14425,-0.46668+1.0376i,3
14426,-0.23425-0.87337i,2
14427,-1.0203-0.71643i,3
14428,-0.90686+0.31787i,2
14429,-0.36078+1.0168i,2
14430,0.93968-0.28667i,2
14431,-1.0563+1.0397i,2
14432,-0.73813+0.79488i,1
14433,-0.64937-0.74508i,1
14434,0.92336-1.0907i,2
14435,-0.67507+0.71535i,1
14436,0.96509+0.87318i,2
14437,0.61549-0.65751i,1
14438,0.46772-0.99715i,3
14439,-0.85808+1.0085i,2
14440,-0.80726+0.7677i,2
14441,-0.70853-0.8135i,1
14442,0.76262+0.44094i,3
14443,-0.51291-0.80455i,3
14444,-0.24163-0.12914i,3
14445,0.23243-0.83566i,3
14446,0.081415-0.79924i,3
14447,0.52656-0.4031i,3
14448,0.71867-0.8222i,1
14449,0.3856+0.29812i,2
14450,-0.30088+0.88497i,2
14451,0.57804+0.19053i,3
14452,-0.3594-0.8705i,2
14453,-1.0893+0.77759i,3
14454,-1.0294+0.45448i,3
14455,-0.39483-0.10272i,3
14456,0.88394+0.24408i,2
14457,0.50347+0.18526i,3
14458,0.19176+0.45944i,3
14459,-0.077413+0.72972i,3
14460,1.0678+0.85454i,3
14461,0.96324-0.34713i,2
14462,-0.99113-0.86402i,2
14463,0.68416+0.58909i,1
14464,-0.74262-0.62196i,1
14465,-0.41329+0.19418i,3
14466,-0.090214+0.12173i,3
14467,0.51339+0.041484i,3
14468,-0.80237-0.37943i,2
14469,0.71199+0.62824i,1
14470,-0.91225-0.31785i,2
14471,0.95016+0.40244i,3
14472,-0.97205+0.65182i,3
14473,0.35373-1.1247i,3
14474,0.85322+0.28604i,2
14475,-0.7043-0.58849i,1
14476,0.37657+1.0054i,3
14477,0.55594-0.66103i,1
14478,0.97582+0.97934i,2
14479,1.0441+0.3954i,2
14480,-0.048907-0.70519i,3
14481,1.1574+0.83517i,3
14482,0.77115-0.60701i,1
14483,-0.77366-0.5313i,3
14484,-0.78849-0.60382i,1
14485,1.101-1.2387i,3
14486,0.40325-0.34933i,2
14487,0.6581-0.59115i,1
14488,-0.65249-0.7621i,1
14489,-1.0847+0.53027i,3
14490,0.55628+0.77953i,1
14491,-1.0192+0.12056i,3
14492,-0.718-0.60772i,1
14493,1.1892-0.46766i,3
14494,0.15251+0.48645i,3
14495,-0.74108+0.6782i,1
14496,0.32701+0.98534i,2
14497,-0.54074+1.0662i,3
14498,-1.0781+0.27574i,3
14499,-0.84773+0.25283i,2
14500,-1.1421-0.53879i,3
14501,0.91717+0.50819i,2
14502,-1.0427+0.16809i,3
14503,-0.22895-0.091193i,3
14504,-0.37941-0.86241i,3
14505,0.54966+0.73073i,1
14506,0.40092-0.36097i,2
14507,0.31424+1.0272i,2
14508,0.94224+0.1753i,3
14509,1.1409+0.64143i,3
14510,-0.42182+0.63885i,3
14511,0.64537-0.74594i,1
14512,0.6755-0.56071i,1
14513,0.6784-0.79613i,1
14514,-0.69007-0.75458i,1
14515,-0.86255+0.90838i,2
14516,-0.92605-0.99647i,2
14517,-0.68565-0.79519i,1
14518,0.17912+0.62075i,3
14519,-0.99079+0.20141i,2
14520,-0.63565-0.62845i,1
14521,0.79234+0.4708i,3
14522,-0.26192-0.24404i,2
14523,0.61584+0.76402i,1
14524,0.63832-0.85335i,1
14525,-0.30792-0.36122i,2
14526,-0.70818-0.70828i,1
14527,-0.92234-0.27096i,2
14528,-0.31415-0.8579i,2
14529,-0.99084+0.25168i,2
14530,-0.70031-0.66787i,1
14531,0.84453+0.17868i,2
14532,-0.81751+0.85863i,1
14533,-1.0565-0.42981i,3
14534,0.37776-0.36765i,2
14535,-1.1978+0.73998i,3
14536,1.2205-0.42167i,3
14537,-0.77766-0.68051i,1
14538,-0.33916-1.0449i,2
14539,0.46948+0.71162i,3
14540,0.83864+0.69076i,1
14541,-0.083208-0.88638i,3
14542,-0.74365-0.59673i,1
14543,-0.64166+0.68279i,1
14544,0.82941-0.69028i,1
14545,-0.57171+0.81915i,1
14546,0.68503-0.72232i,1
14547,-0.28095+0.33668i,2
14548,-0.048024+0.75482i,3
14549,0.20451-0.77601i,3
14550,0.12369+0.41233i,3
14551,0.40817+0.91987i,2
14552,-0.60393+0.69482i,1
14553,-0.73875+0.61327i,1
14554,-0.74945+0.7858i,1
14555,-0.86172-0.048447i,3
14556,0.71734+0.7575i,1
14557,0.93064+0.28366i,2
14558,-0.84603-0.51172i,3
14559,0.23843-0.41888i,2
14560,-0.5464-0.66531i,1
14561,0.86753+0.61176i,1
14562,0.48924-0.34262i,2
14563,-0.68826-0.60495i,1
14564,-0.3802+0.9911i,2
14565,-0.94+0.30006i,2
14566,0.79389+0.6527i,1
14567,-0.73541-0.20938i,3
14568,-0.56889+0.77979i,1
14569,1.0819+0.28457i,3
14570,0.99338-0.34336i,2
14571,0.52244+0.12104i,3
14572,-0.65908+0.65724i,1
14573,-0.70548+0.77232i,1
14574,0.80247-0.70171i,1
14575,-1.0746-0.50016i,3
14576,-0.85288-0.12599i,3
14577,0.45723+0.85955i,3
14578,-0.9312-1.0589i,2
14579,0.64411-0.7035i,1
14580,-0.99104-0.93919i,2
14581,-0.95135-0.35524i,2
14582,-0.83131-0.33365i,3
14583,-0.77307-0.83618i,1
14584,0.95035+0.30403i,2
