Id,Input
2463,-0.32788-0.26108i
2464,0.65429+0.80998i
2465,0.67234-0.76246i
2466,0.71753-0.7801i
2467,1.0104-0.74141i
2468,-0.64704-0.6551i
2469,0.72463-0.77656i
2470,0.56666-0.73134i
2471,-0.36551-0.34064i
2472,0.81247+0.33119i
2473,0.75755+0.63412i
2474,-0.34264-0.33191i
2475,-0.65066-0.72653i
2476,0.82413-0.75845i
2477,-0.7425+0.72686i
2478,0.40277-0.25833i
2479,0.92156-0.94656i
2480,-0.13607-0.28442i
2481,0.65681-0.81804i
2482,0.29167+0.2709i
2483,-0.67899+0.69794i
2484,0.39425+0.28375i
2485,0.92818-0.98072i
2486,-0.32076+0.31453i
2487,-0.74213-0.71105i
2488,-0.40023-0.031002i
2489,-0.77948-0.92463i
2490,-0.7206-0.81437i
2491,-0.75257+0.75232i
2492,0.67832-0.66481i
2493,0.77992+0.65434i
2494,-0.88938+0.29587i
2495,-0.73227-0.78063i
2496,-0.75497-0.83106i
2497,0.70808+0.78892i
2498,1.1221+0.16293i
2499,0.80927-0.65506i
2500,0.36164+0.88153i
2501,0.35834+0.2203i
2502,0.45875+0.7204i
2503,-0.9007-0.33398i
2504,0.43506+0.72406i
2505,0.77331+0.62245i
2506,-0.53585+0.92599i
2507,0.73199+0.73971i
2508,-0.73671-0.6724i
2509,-0.3241-0.34367i
2510,-0.80035-1.0136i
2511,0.6961+0.73753i
2512,-0.8272-0.95419i
2513,0.93087+0.92483i
2514,0.88763-0.89274i
2515,-0.99137-0.33147i
2516,-1.0379-0.97116i
2517,-0.66306-0.69466i
2518,-0.23378+0.41025i
2519,0.29331-0.92628i
2520,-0.64954+0.70869i
2521,0.62909-0.63568i
2522,-0.30075+0.43243i
2523,0.69678-0.76211i
2524,0.44182+0.33352i
2525,0.71911-0.0938i
2526,-0.7703+0.89771i
2527,0.0066603+0.68802i
2528,-0.87838-0.9993i
2529,0.71907+0.56375i
2530,-0.96149+1.0435i
2531,0.38026-0.96848i
2532,-0.58215+0.74549i
2533,-0.31229+0.39117i
2534,0.75799+0.68918i
2535,-0.40805+0.93913i
2536,0.47921+0.76339i
2537,0.30133+0.26628i
2538,-0.46173-0.81952i
2539,-0.66843-0.77213i
2540,-1.0027+1.0774i
2541,-0.67191+0.73895i
2542,0.6239+0.68355i
2543,-0.26139-0.51548i
2544,0.77999-0.66921i
2545,-0.79536-0.64404i
2546,0.7445-0.72239i
2547,-0.57663-0.76447i
2548,0.54304-0.66452i
2549,0.18399-0.16739i
2550,0.80765+0.73315i
2551,-0.96664-0.93748i
2552,-1.1639-0.8632i
2553,0.4995+0.32892i
2554,-0.73693-0.70583i
2555,-0.979+0.87941i
2556,0.63802-0.69456i
2557,-0.30018-0.868i
2558,-0.5941+0.7487i
2559,0.33457+0.28489i
2560,-0.43948+0.37827i
2561,-0.99796-0.92299i
2562,-0.75773+0.55694i
2563,1.117+0.46518i
2564,-0.7131-0.6868i
2565,0.76801-0.74643i
2566,-0.7907-0.45485i
2567,-0.18363+0.38667i
2568,0.99355+0.52209i
2569,-0.33292-1.1024i
2570,-0.42996-0.93452i
2571,-0.56104+0.11935i
2572,-0.32828+0.95502i
2573,0.92035-0.37511i
2574,0.7257+0.47951i
2575,-0.77898+0.43322i
2576,-0.28971+0.44063i
2577,-0.3812+1.1182i
2578,-0.7726-0.40942i
2579,0.4916-0.10205i
2580,0.93532+0.35953i
2581,0.75637-0.7198i
2582,0.76074+0.68662i
2583,-0.99387-0.096404i
2584,0.60207+0.80692i
2585,0.69425+0.78747i
2586,-0.62316-0.75075i
2587,-0.04294-1.0172i
2588,0.63826-0.78165i
2589,-0.62901+0.7487i
2590,0.76717+1.1461i
2591,-0.67925+0.80745i
2592,0.83677+0.43148i
2593,0.90318+0.22924i
2594,-1.1505+0.70813i
2595,0.74133-0.68668i
2596,-0.81233-1.1266i
2597,0.77094-0.69942i
2598,-0.6675+0.67192i
2599,-0.29082-0.33133i
2600,0.78042+0.35506i
2601,0.73214-0.8055i
2602,0.647+0.63701i
2603,0.78516+0.70813i
2604,-0.64568-0.6771i
2605,-0.76335+1.0701i
2606,-0.2687-0.15158i
2607,0.38207+0.32312i
2608,-1.0089-0.40303i
2609,0.72122-0.66681i
2610,0.28495+0.32542i
2611,0.39572+0.73504i
2612,-0.7362-1.0201i
2613,0.7861+0.60761i
2614,0.20255+0.26126i
2615,1.1076+0.28556i
2616,0.46088+0.49693i
2617,-0.69411-0.53016i
2618,0.96458-0.43429i
2619,0.72899-0.66996i
2620,-0.2802+1.1262i
2621,0.98007-0.89186i
2622,0.78372+0.86172i
2623,0.48918+1.0543i
2624,-0.65463-0.68046i
2625,0.57289-0.69307i
2626,-0.70735+0.79407i
2627,-0.37215+0.18384i
2628,1.0601-0.34405i
2629,-0.65352+0.85056i
2630,-0.70517-0.76688i
2631,-0.90757+1.0656i
2632,0.29449-0.3899i
2633,-0.76703-0.62373i
2634,-0.69936-0.64241i
2635,-0.49674-0.74722i
2636,0.28244+0.35162i
2637,0.36894-0.93351i
2638,0.48108-0.19406i
2639,0.36197+0.20739i
2640,-0.76305+0.71426i
2641,-1.0642-0.79102i
2642,0.14187+0.15622i
2643,-0.82239+0.78557i
2644,0.15053-0.20666i
2645,0.33555+0.3971i
2646,-0.68157+0.67136i
2647,-0.88618+0.73996i
2648,0.37838+0.51328i
2649,-0.35141+0.95874i
2650,-0.79299+0.83767i
2651,1.0843+0.84827i
2652,1.0859-0.11373i
2653,0.1905+0.13098i
2654,-0.24075-0.28542i
2655,-0.85924+0.97837i
2656,-0.30463-0.32207i
2657,-0.18935+0.36948i
2658,0.6336+0.65582i
2659,0.68382-1.0081i
2660,-0.7486-0.83596i
2661,-0.91453+0.38882i
2662,0.71659+0.81132i
2663,-0.20193-0.31548i
2664,0.75959-0.68406i
2665,-0.7428-0.7198i
2666,-0.63532+0.74706i
2667,0.20834-0.10269i
2668,0.70347+0.70576i
2669,-0.22838+0.99284i
2670,-0.42758-1.078i
2671,-0.24029+0.49116i
2672,-0.70475-0.85441i
2673,-0.8101+1.0254i
2674,-0.70841-0.72699i
2675,0.44691+0.1201i
2676,-0.84953-0.39195i
2677,-0.82895+0.69516i
2678,0.83356+0.12793i
2679,0.68522-0.27466i
2680,1.0614-1.0021i
2681,0.29644+0.28649i
2682,0.22277+0.37548i
2683,-0.74874-0.74199i
2684,-1.1184-1.0321i
2685,-0.95383+0.21411i
2686,0.83108-0.77964i
2687,0.4834-0.12781i
2688,-0.49215-0.78115i
2689,-0.27665-0.79758i
2690,-0.87445+0.30752i
2691,0.98806+1.1121i
2692,0.15578-0.093172i
2693,0.6792-0.71288i
2694,-1.0029-0.25742i
2695,0.094799-0.2175i
2696,0.21643+0.15328i
2697,0.4343+0.13891i
2698,-0.49675+1.0846i
2699,0.62605-0.71153i
2700,0.73518-0.37825i
2701,-0.14618+1.1381i
2702,0.76619-0.714i
2703,0.1096+0.71465i
2704,0.58116-0.74479i
2705,0.27025-0.29739i
2706,0.70549+0.78601i
2707,-1.024+0.96719i
2708,-0.67365+0.63827i
2709,0.56089+0.70705i
2710,0.91749-0.2444i
2711,-0.77375+0.20924i
2712,-0.17957+0.50631i
2713,-0.9402-0.32951i
2714,0.77585-0.73966i
2715,-0.37334-0.29638i
2716,-0.75459-0.17123i
2717,0.65709-0.78095i
2718,0.89455+0.75125i
2719,1.2168-0.32694i
2720,0.64678+0.68604i
2721,1.0591+0.74398i
2722,0.59748-0.59278i
2723,-0.3352+0.39849i
2724,0.76057-0.71537i
2725,0.92345+0.94679i
2726,-0.30089+0.4422i
2727,-0.31244-0.37079i
2728,-0.91066-0.7308i
2729,-0.28684-0.19364i
2730,-0.35903-0.26831i
2731,-0.76618+0.7246i
2732,-0.57978+1.0595i
2733,0.73705-0.6229i
2734,0.60658+0.62674i
2735,0.28956+0.27595i
2736,0.43161-0.94388i
2737,0.47866+0.77853i
2738,0.78465+0.78742i
2739,0.87189+0.53164i
2740,0.59885-0.67373i
2741,-0.4775+0.25006i
2742,0.34556+0.83974i
2743,0.98933+0.98264i
2744,1.1164+0.34177i
2745,0.083739-1.1392i
2746,1.0071-1.0876i
2747,0.3891+0.43565i
2748,-0.4524+0.79984i
2749,-0.32472-0.21346i
2750,-1.0997-0.17992i
2751,1.0443+0.90322i
2752,-0.51721+0.4219i
2753,-1.0078-0.36396i
2754,0.6949-0.67195i
2755,0.2907+0.2933i
2756,-0.18424+1.0808i
2757,-1.0103+0.9858i
2758,-0.7389+0.66474i
2759,1.0913-0.36079i
2760,0.34225+0.17183i
2761,1.0042-0.34025i
2762,0.44331+1.0386i
2763,0.65879+0.56076i
2764,0.93366+0.28822i
2765,-0.6232-0.74196i
2766,0.68914+0.79663i
2767,-0.23927-0.35622i
2768,-0.59448+0.65537i
2769,-0.38424-0.34974i
2770,-0.65417-0.66106i
2771,-0.11306-0.72512i
2772,0.16245-0.89372i
2773,0.70205+0.55709i
2774,0.68048+0.69137i
2775,-1.1432+1.1494i
2776,-0.33825-0.30272i
2777,1.0433+0.95575i
2778,-0.42101-0.45568i
2779,-1.0071-0.92885i
2780,0.68999+0.8321i
2781,-0.37892-0.37279i
2782,0.33768-0.12407i
2783,-0.81359-0.44234i
2784,-0.49135-0.17072i
2785,0.015567+0.84788i
2786,0.46306-0.32352i
2787,0.27538-1.0823i
2788,0.52395+1.014i
2789,0.66119+0.75154i
2790,-0.039921-0.44262i
2791,-0.33225-1.0416i
2792,-0.44089-0.57929i
2793,0.081676-0.41171i
2794,0.20956-0.45924i
2795,0.20759-0.29905i
2796,-0.73645+0.64499i
2797,-0.2855-0.82184i
2798,-0.064067+0.11899i
2799,-0.5977+0.69744i
2800,-0.79944-0.71157i
2801,0.94556+0.26583i
2802,0.23691+0.40492i
2803,-0.17643+0.81171i
2804,-0.11737-1.2196i
2805,-0.045862+0.19652i
2806,-1.0315-0.53447i
2807,0.87112+0.32898i
2808,-1.1952-0.99173i
2809,0.81051+0.71741i
2810,0.55615+0.6846i
2811,-0.14092+0.80187i
2812,-0.95267+0.3814i
2813,1.0746-0.090457i
2814,-0.73808-0.80671i
2815,-0.81898-0.68946i
2816,1.0957+0.23981i
2817,0.26426+0.46552i
2818,-1.2232-0.76446i
2819,0.70698-0.62177i
2820,-1.02-0.66754i
2821,-0.35316-0.37062i
2822,-0.78283-0.47608i
2823,-0.29615+0.92502i
2824,-0.36204-0.31814i
2825,0.76699+0.64041i
2826,-1.1458+0.40866i
2827,-0.4043+0.15129i
2828,0.73493+0.72035i
2829,-0.67755+0.63553i
2830,-0.36759-0.96889i
2831,0.68093-0.77204i
2832,-0.6695-0.095282i
2833,0.87475-0.27986i
2834,0.62555-0.64891i
2835,-0.93287+0.91373i
2836,0.47095+0.37516i
2837,-0.75631+0.69504i
2838,-0.64504+0.79238i
2839,-1.0577-0.99876i
2840,-0.86175-0.96994i
2841,-0.36328-0.064968i
2842,0.96147+0.36562i
2843,0.87803+0.763i
2844,-0.40993-1.1241i
2845,0.56294-0.68693i
2846,0.76784+0.63788i
2847,-0.9344-1.0226i
2848,-0.89347-0.85898i
2849,-0.62834+0.70171i
2850,-1.1577+0.18364i
2851,0.98857-0.51012i
2852,0.71292+0.55091i
2853,-0.61138+0.78914i
2854,-0.27971+0.99931i
2855,0.75673-0.69493i
2856,0.22525+0.28857i
2857,-0.75949+0.44033i
2858,0.25457+0.91432i
2859,-0.6492-0.62496i
2860,0.26586+1.0784i
2861,1.1191-0.25912i
2862,0.75862+1.075i
2863,0.80055+0.94037i
2864,0.90232+0.49202i
2865,-0.74083+0.74444i
2866,0.78334-0.7688i
2867,0.80625-1.0552i
2868,0.73483+0.61932i
2869,0.26114+0.96865i
2870,0.14881-0.16407i
2871,-0.67025+0.68534i
2872,0.73025+0.78329i
2873,-0.84515-0.94226i
2874,-0.32468-0.28784i
2875,-1.0652-1.0715i
2876,0.92793-0.98499i
2877,0.77421-0.74827i
2878,-0.76196+0.70185i
2879,0.6291-0.62969i
2880,0.76338+0.66247i
2881,0.5125-0.48683i
2882,0.61531-0.71769i
2883,-0.66683+0.78989i
2884,-0.69907-0.73707i
2885,0.6308-0.68695i
2886,0.95414+0.98676i
2887,-1.0794-0.53377i
2888,0.73154+0.84325i
2889,-0.50582-0.93954i
2890,-0.19228+0.93973i
2891,-0.74268-0.80826i
2892,0.10535-0.43176i
2893,-0.23354-0.92617i
2894,1.188-0.12i
2895,-0.20876+1.0825i
2896,-0.83451-0.91151i
2897,0.51432+0.83986i
2898,-0.35564-0.93887i
2899,-0.94436-1.0453i
2900,0.42315-1.0883i
2901,-0.77264-0.4046i
2902,-0.96221-1.024i
2903,0.68821+0.67248i
2904,0.96728+0.34818i
2905,0.38901+1.1576i
2906,0.063918-0.21374i
2907,-0.71878+0.46122i
2908,0.24166-0.9471i
2909,-1.0511+0.25774i
2910,0.56625-0.74568i
2911,-0.3117+0.31398i
2912,0.39906+1.0571i
2913,-0.9973+0.93956i
2914,-0.72054+0.71454i
2915,0.96879-0.9304i
2916,0.8417+0.2841i
2917,0.38013+1.1606i
2918,-1.1186+1.0737i
2919,-0.64059+0.60227i
2920,-0.14311-0.25243i
2921,0.9789+0.16655i
2922,0.71362+0.74611i
2923,0.66985+0.58138i
2924,-0.68514+1.1118i
2925,-0.64852-0.79732i
2926,-1.1579-1.0297i
2927,0.71216+0.71104i
2928,1.0287+0.060823i
2929,0.90124+0.67148i
2930,0.67967+0.75889i
2931,-0.79986-1.0187i
2932,-0.93583-0.93366i
2933,0.59161-0.75989i
2934,-0.29469+0.23183i
2935,-0.55685+1.0965i
2936,0.025934-0.48794i
2937,0.64628+0.70306i
2938,1.142-0.10661i
2939,-0.4584-1.0225i
2940,-0.93024-0.29494i
2941,-0.64177-0.66366i
2942,0.7932+0.33268i
2943,-0.67283-0.7464i
2944,-0.81803+0.67605i
2945,-0.34342+0.57755i
2946,-0.31533+0.91413i
2947,-0.37951+1.0368i
2948,-0.64987-0.78712i
2949,0.38695-0.89235i
2950,0.25734+0.24451i
2951,-0.64585+0.12257i
2952,-0.26146+0.84946i
2953,-1.1903+0.42188i
2954,-0.46104+0.14727i
2955,1.0433+0.32743i
2956,-0.92087+0.90272i
2957,-1.106-0.68056i
2958,-0.11514+0.8273i
2959,-0.93462+0.23027i
2960,1.1837-0.13691i
2961,-0.71265-0.7439i
2962,0.40106+0.35783i
2963,-0.15765-0.36204i
2964,-1.0919+0.57978i
2965,-0.80961-0.071229i
2966,-0.72443-0.71547i
2967,-0.99949-0.91382i
2968,0.59362-0.70489i
2969,-0.45708+0.91742i
2970,1.1648-0.74042i
2971,-0.25171-0.1762i
2972,-0.76546-0.71638i
2973,0.70621-0.6984i
2974,-0.29588-0.912i
2975,-0.63737-0.76666i
2976,1.0128+0.63942i
2977,-0.77164+0.7453i
2978,-0.21955-0.83148i
2979,0.74972+0.59917i
2980,1.0024-0.053937i
2981,0.33765-0.8908i
2982,0.30971-1.0424i
2983,0.92996-0.91166i
2984,0.095243-1.0816i
2985,0.75108-0.72339i
2986,-0.09472+0.72023i
2987,-0.7648+0.72806i
2988,-0.17796-0.96311i
2989,-0.70701+0.70898i
2990,-0.82728+0.81794i
2991,1.0317-1.0528i
2992,0.8367+0.78912i
2993,-0.75437-0.82714i
2994,-0.30641+0.2014i
2995,-0.94789-0.92475i
2996,0.68929-0.71023i
2997,-0.22217-0.41468i
2998,-1.0694-0.78075i
2999,0.81798-0.7514i
3000,0.66593+0.77291i
3001,1.006-1.1539i
3002,0.99047-0.21682i
3003,-0.88622+0.40692i
3004,0.38771+0.8762i
3005,-0.76051-0.77252i
3006,-0.18346-0.29163i
3007,0.88658-0.68495i
3008,0.40632-0.31026i
3009,0.9591-0.21788i
3010,-0.71768-0.6419i
3011,0.66736-0.73336i
3012,-0.74238-0.79204i
3013,-0.44466+0.13858i
3014,0.91686+0.23912i
3015,0.80847-0.66679i
3016,-0.56988-0.13461i
3017,-0.97407-0.48738i
3018,-1.0522-0.97194i
3019,-0.33443+0.77788i
3020,0.71497-0.62905i
3021,-1.0068-0.96079i
3022,0.68724-0.71469i
3023,1.0844-1.1112i
3024,0.75136+0.85214i
3025,1.0848+0.78974i
3026,0.68295-0.66323i
3027,0.57033-0.20297i
3028,-0.37627+1.0709i
3029,1.0115+0.89589i
3030,0.83231-0.70679i
3031,0.66763+0.74927i
3032,-1.2267+0.67682i
3033,-0.7555-0.99172i
3034,-0.62447+0.60759i
3035,0.96365+0.24019i
3036,1.044+1.1298i
3037,0.50002+0.77025i
3038,-0.78123-0.64961i
3039,0.77704+0.69576i
3040,0.57042-0.65572i
3041,-0.90028+0.24829i
3042,-0.97791+0.24492i
3043,-0.32692+0.89398i
3044,0.78473-0.42612i
3045,0.80014-0.79878i
3046,0.85476+1.0956i
3047,0.72612-1.2396i
3048,0.73761+0.62122i
3049,-0.39058+0.3027i
3050,0.60798-0.66045i
3051,-0.24075+0.34749i
3052,-0.80165-0.20334i
3053,-0.48852-1.1032i
3054,-0.47773+0.46783i
3055,-0.31379+0.35582i
3056,-0.38697+0.42616i
3057,-0.21403+0.31996i
3058,-0.76487-0.70991i
3059,1.0053-0.37697i
3060,0.1899-0.90544i
3061,0.40085+0.44728i
3062,-0.65663+0.79113i
3063,0.79504+0.12438i
3064,0.59228-0.71814i
3065,-0.31044+0.24762i
3066,-0.82225+0.62801i
3067,0.041151-0.52226i
3068,1.0195+0.22325i
3069,0.79488+0.56572i
3070,0.82431-1.0565i
3071,0.74793+0.70638i
3072,-0.93493+0.90083i
3073,0.41423-0.2015i
3074,0.26967-0.2686i
3075,-0.26579+1.0536i
3076,0.33365+0.31921i
3077,0.33753+0.81017i
3078,1.0879+0.51215i
3079,0.73388+0.78611i
3080,0.72179-0.60391i
3081,1.0883-0.44426i
3082,-0.77307+0.22288i
3083,-0.34542+0.27168i
3084,-0.18714+0.18117i
3085,0.65863+0.56129i
3086,0.23994-0.98128i
3087,-0.6638-0.43243i
3088,0.11383-1.1703i
3089,0.082472-0.53333i
3090,-0.81857+0.64884i
3091,0.11044+0.81827i
3092,-1.2334-0.31406i
3093,-0.66194-0.65073i
3094,0.75894-0.68457i
3095,-0.87058+0.71103i
3096,0.85853-0.96645i
3097,-1.0292+0.84575i
3098,-0.67178-0.67062i
3099,-0.65627+0.7647i
3100,-0.76758-0.63336i
3101,-0.74212+0.70396i
3102,-1.0555-0.30663i
3103,0.94139+0.92322i
3104,-0.67482+0.70728i
3105,-0.95864-0.89024i
3106,-0.76575-0.56599i
3107,-0.18144+0.86074i
3108,0.67787-0.65496i
3109,-0.42364-0.46191i
3110,0.7403-0.68725i
3111,-0.77129+0.71255i
3112,-0.42917-1.1279i
3113,-1.0698+0.7605i
3114,0.72617+0.81442i
3115,-0.43506-0.82903i
3116,-0.38768-0.41982i
3117,1.1604+0.77013i
3118,-1.0161+0.92606i
3119,0.83712-0.80864i
3120,1.1668+1.0167i
3121,0.71614+0.64935i
3122,0.3918+0.22571i
3123,-0.29709-0.96217i
3124,0.8464+0.63478i
3125,0.67213-0.70509i
3126,0.26165+0.86461i
3127,-0.92929+0.31083i
3128,0.75708-0.81178i
3129,-0.74664+0.64905i
3130,0.74856-0.017723i
3131,-0.31211-1.0035i
3132,-0.38143+0.33412i
3133,-0.62972-0.83266i
3134,-0.30286+0.17871i
3135,-0.29342-1.1134i
3136,0.68088+0.71756i
3137,1.0424-0.94306i
3138,0.86058+0.21363i
3139,-0.71436+0.71172i
3140,-0.76174-0.68773i
3141,-0.86088-0.30901i
3142,-0.47034+0.49184i
3143,0.24334+0.53384i
3144,-0.32004-1.1388i
3145,0.30265+0.99583i
3146,0.10521-0.47074i
3147,0.67714-0.75213i
3148,0.33994-1.0737i
3149,-0.69959-0.59155i
3150,0.88612+0.87531i
3151,0.34512-0.29808i
3152,-0.20253+0.31057i
3153,0.45606+0.26184i
3154,0.62675-0.55941i
3155,0.78761-0.85184i
3156,1.1509+0.74533i
3157,-1.0517-0.95463i
3158,0.63576+0.61636i
3159,-0.26957-0.39984i
3160,-0.5785+0.47314i
3161,-0.71452+0.60248i
3162,0.64888+0.76171i
3163,-1.1418+0.98397i
3164,-0.67757-0.726i
3165,-1.159+1.0156i
3166,0.34502-0.45524i
3167,-0.73084+0.33181i
3168,-0.96327-0.96517i
3169,-1.1151+1.0395i
3170,-0.88806+1.1143i
3171,-0.43381+0.43347i
3172,1.0406+0.3187i
3173,0.75989-0.77491i
3174,-0.66975+0.78513i
3175,-0.54586+1.0587i
3176,0.32344-0.96488i
3177,0.23233-1.0895i
3178,-0.73564-0.85514i
3179,0.83981-0.60708i
3180,-0.36626-0.42991i
3181,-0.39698+1.0612i
3182,0.76303-0.79048i
3183,0.5792+0.72839i
3184,-0.74383+0.61242i
3185,-0.20653+0.19151i
3186,0.14355-1.0134i
3187,-1.1452+0.1983i
3188,0.67406-0.62221i
3189,1.1144-0.43846i
3190,0.46163-0.78678i
3191,0.5836-0.8565i
3192,-0.70592-1.1711i
3193,-0.73699-0.70575i
3194,-0.18081-0.14135i
3195,-0.38758+0.43378i
3196,-0.82579-0.25258i
3197,-0.88892+0.98803i
3198,0.62224+0.7318i
3199,0.70752+0.92944i
3200,-0.29791-0.97173i
3201,0.76575+0.73285i
3202,-0.75956-0.80137i
3203,0.81773+0.38871i
3204,0.74313+0.48693i
3205,1.0761-0.45299i
3206,-1.046+0.87574i
3207,-0.031997-0.11216i
3208,0.14669-0.85013i
3209,-0.7402-0.67599i
3210,0.4068-0.29678i
3211,0.12172-0.18359i
3212,1.0625+0.73063i
3213,0.89684+0.238i
3214,0.73305-0.75455i
3215,-0.37803-0.26831i
3216,-1.072-0.73549i
3217,1.0717+0.7326i
3218,-0.74944-1.1537i
3219,0.21321-1.0002i
3220,-0.73508-0.78492i
3221,0.090514-1.1502i
3222,0.15055-0.1446i
3223,-0.68823-0.68011i
3224,-0.61737+0.72927i
3225,-0.14355-0.39956i
3226,-1.07+0.037391i
3227,0.90815+0.43842i
3228,0.6772+0.77685i
3229,-0.61865-0.7779i
3230,-0.17707-0.16224i
3231,0.93983-0.29837i
3232,0.83007-0.975i
3233,0.8311+0.71932i
3234,-0.88738-0.86741i
3235,-0.81313-0.84118i
3236,-0.50839+1.0311i
3237,-0.72391+0.72142i
3238,-0.77174+0.7556i
3239,-0.72609-0.67375i
3240,0.7077-0.69357i
3241,0.72301-1.0371i
3242,0.70241+0.70596i
3243,-0.30188+0.99999i
3244,0.70751+0.64516i
3245,-0.67823+0.62534i
3246,-0.75011+0.79648i
3247,-0.3482+0.23864i
3248,0.39306+0.28333i
3249,-0.67568-0.59998i
3250,0.88961-0.39454i
3251,-0.94153+0.86877i
3252,-0.95769-0.31503i
3253,0.31127+0.7581i
3254,-0.2163-0.85376i
3255,-0.74137-0.63308i
3256,0.23057+0.92234i
3257,0.34213+0.23404i
3258,0.79545-0.75889i
3259,0.83077+0.68349i
3260,-0.17561-0.31469i
3261,-0.46841-1.0755i
3262,-1.0412+0.96035i
3263,-0.93569-0.29043i
3264,-0.91659+0.95192i
3265,0.39583+0.73981i
3266,-0.28974-0.96487i
3267,0.72069+0.64891i
3268,0.9532+0.24118i
3269,0.96867+0.2387i
3270,-1.017+0.90753i
3271,0.90887-0.4244i
3272,-1.0366+0.22451i
3273,-0.61528-0.70445i
3274,-0.82777+0.75455i
3275,0.89221-0.34693i
3276,-0.7637+0.76282i
3277,-0.30588-0.18506i
3278,-0.22285+0.33889i
3279,-0.27507+0.27211i
3280,0.76816-0.38021i
3281,0.72379+0.7291i
3282,0.34111+0.11088i
3283,0.184+1.0357i
3284,0.25522-0.43408i
3285,-0.78857-0.68943i
3286,-0.62244+0.6912i
3287,0.90443-1.0269i
3288,-0.31634+0.32956i
3289,0.74916-0.44125i
3290,-1.0191+0.2493i
3291,-0.63368+0.69075i
3292,-0.95373-0.89427i
3293,0.99277-0.6069i
3294,0.7603-0.85343i
3295,-0.28871-0.90645i
3296,-1.0242-0.28724i
3297,0.62522+0.66518i
3298,-1.0606+0.73548i
3299,0.065746+0.23717i
3300,-0.62436-0.67585i
3301,-0.71529+0.69736i
3302,0.71844-0.84818i
3303,0.43699+0.52252i
3304,0.89021+0.35731i
3305,0.85121+0.97511i
3306,0.93178+0.48534i
3307,-0.61145+0.68662i
3308,0.66674+0.56339i
3309,0.81322-0.73256i
3310,-0.67328-0.74046i
3311,-0.3275+1.0277i
3312,-0.85514+0.38985i
3313,0.94264+0.31048i
3314,-0.44671+0.87643i
3315,-0.29392-0.45307i
3316,-0.77574-0.69407i
3317,-0.66515+0.66097i
3318,-0.58865-0.1595i
3319,0.32802+0.86994i
3320,0.8245+0.66746i
3321,0.49338-0.26996i
3322,-0.7996+0.78386i
3323,0.18959-1.1072i
3324,-0.1514+0.41173i
3325,0.13642-1.1804i
3326,0.9537-0.24215i
3327,0.33909+0.1595i
3328,0.28255+0.32194i
3329,-0.66367+0.61547i
3330,-0.87371-0.25497i
3331,-0.85271-0.77096i
3332,-0.67755+0.66657i
3333,-0.59495-0.83611i
3334,-0.7157-0.53849i
3335,0.34691-0.39179i
3336,-0.73875-0.74162i
3337,0.85248+0.71446i
3338,0.76262+0.75789i
3339,0.73114-0.5773i
3340,0.91429+0.87594i
3341,-0.31903+0.94774i
3342,0.73079+1.1591i
3343,0.63546-0.80954i
3344,-1.0821-0.12511i
3345,0.78919-0.29972i
3346,0.11301-0.38531i
3347,-0.94338-0.25148i
3348,0.11319-0.18254i
3349,-0.67074+0.67215i
3350,-0.36603+1.0234i
3351,1.0681-0.78913i
3352,-0.78173+0.72776i
3353,0.38677-0.32664i
3354,0.95794-0.1748i
3355,0.96613-0.77936i
3356,1.187+0.12564i
3357,-0.15339-0.37429i
3358,0.22933+1.1981i
3359,0.71762+0.17077i
3360,-0.34273-0.28817i
3361,0.1871+0.96708i
3362,-0.95381+0.90215i
3363,-0.75202-0.020285i
3364,-0.78771-0.63331i
3365,0.92244+0.4318i
3366,-0.13502-0.53896i
3367,-0.3709-0.33827i
3368,0.3482+0.97325i
3369,0.9765+0.39141i
3370,-0.88379+1.0509i
3371,-0.13654-0.26862i
3372,0.67685+1.0868i
3373,-0.97877-0.049418i
3374,-0.95429-0.84766i
3375,0.81978-0.6649i
3376,1.1067+0.12165i
3377,-0.72817-0.16582i
3378,-0.706+0.79106i
3379,0.35436-0.71506i
3380,0.99705+0.19798i
3381,-0.69006+0.66976i
3382,-0.67032-0.87615i
3383,0.40279-0.79969i
3384,0.70451-0.71235i
3385,-0.77548-0.82402i
3386,-0.45108+0.98361i
3387,-0.68511-0.68852i
3388,-0.76986+0.086539i
3389,-0.36628+0.40302i
3390,-0.19166+0.46132i
3391,0.70949-0.74414i
3392,-0.14196-0.14187i
3393,1.0502+1.0061i
3394,0.96043-0.21289i
3395,0.9331-1.0805i
3396,0.75066+0.74318i
3397,0.68629-0.15642i
3398,-0.157+0.75759i
3399,-0.48129+1.0552i
3400,-0.79682-0.65038i
3401,0.74434-0.79193i
3402,-0.63032+0.62299i
3403,-1.1331+0.37735i
3404,-0.2545-0.87736i
3405,-0.52733+0.84316i
3406,-0.79215+0.10373i
3407,-0.7766+0.51439i
3408,-0.39005+0.34062i
3409,0.64945+0.61239i
3410,0.75833+0.95643i
3411,0.69307+0.71866i
3412,-0.26502+0.94163i
3413,-0.64787+0.77401i
3414,-0.11729-1.0355i
3415,-0.83289-0.55795i
3416,0.82774+0.68984i
3417,-0.6986+0.75849i
3418,0.82283+0.21963i
3419,0.34353+1.0553i
3420,-0.52074-0.69666i
3421,-0.42402-1.0518i
3422,0.62228-0.59222i
3423,0.52357+0.46503i
3424,0.73352-0.74857i
3425,-0.35094-0.39166i
3426,-0.8907-0.3351i
3427,-0.76916-0.76335i
3428,0.29219-0.40421i
